campaign_id,customer_id,campaign_name,channel,device_type,send_date,opened,clicked,converted,revenue_usd
CMP303 ,CUST3572, black friday, Email,tablet ,4/17/2024, yes,No,yes ,163.46
CMP666 ,CUST5074,Summer Sale,Email,tablet ,6/18/2024,,Yes,,123.91
CMP143 ,CUST3571,holiday promo ,EMAIL ,Mobile,7/22/2024,No,Yes,yes ,123.25
CMP486 ,CUST7565,SUMMER SALE,EMAIL ,tablet ,3/4/2024,Yes,Yes,,63.84
CMP525 ,CUST1330,Summer Sale,email,Mobile,12/26/2024,No,,yes ,66.97
CMP861 ,CUST1383,holiday promo ,EMAIL ,desktop,6/14/2024,Yes, yes ,,7.79
CMP539 ,CUST2524,Holiday Promo, Email,Moble,8/29/2024,no , yes ,,259.97
CMP117 ,CUST9143, new product launch , Email,Desktop,9/16/2024,Yes,no,No,20.49
CMP506 ,CUST4802,Black friday,EMAIL ,desktop,10/22/2024, yes, yes ,No,64.57
CMP197 ,CUST3773,Holiday Promo, Email,Moble,11/18/2024,Yes,No, no,62.53
CMP635 ,CUST4808,Summer Sale, Email,Desktop,11/11/2024, yes, yes ,No,191.59
CMP678 ,CUST7660,Summer Sale,EMAIL ,Tablet,1/19/2024,,no,,96.4
CMP767 ,CUST4862,Holiday  Promo, Email,Tablet,9/12/2024,,,Yes,219.82
CMP179 ,CUST7155,SUMMER SALE,Email,mobile ,2/23/2024,Yes,No,No,66.12
CMP216 ,CUST1639,Black Friday, Email,mobile ,8/12/2024,no ,No,,142.32
CMP403 ,CUST2926,Black Friday,EMAIL ,Tablet,8/2/2024,, yes ,,53.17
CMP269 ,CUST3318,holiday promo ,email,tablet ,7/9/2024,,,yes ,291.61
CMP438 ,CUST3217,SUMMER SALE, Email,Mobile,8/29/2024,no ,No,No,24.99
CMP105 ,CUST6109, new product launch ,email,mobile ,8/28/2024,,no,yes ,144.79
CMP579 ,CUST3563, summer sale,EMAIL ,Tablet,2/18/2024,No, yes ,Yes,170.7
CMP940 ,CUST7982,New Product Launch,EMAIL ,Desktop,4/8/2024, yes,,,153.1
CMP179 ,CUST3497, summer sale,email,Desktop,11/24/2024, yes,,Yes,105.18
CMP701 ,CUST7274,Holiday  Promo,EMAIL ,tablet ,3/5/2024,No,No,Yes,109.61
CMP193 ,CUST3400,SUMMER SALE,email,desktop,4/28/2024, yes,Yes,Yes,123.5
CMP550 ,CUST7969,New product launch, Email,Desktop,3/11/2024,,Yes,No,108.24
CMP892 ,CUST7316, new product launch , Email,Desktop,10/13/2024,, yes ,,197.11
CMP962 ,CUST4504,SUMMER SALE,EMAIL ,Tablet,2/10/2024,no ,, no,296.84
CMP356 ,CUST2970, black friday, Email,Tablet,9/7/2024,No,Yes,yes ,75.4
CMP454 ,CUST7948,Holiday Promo,email,desktop,8/26/2024,No,Yes,No,10.42
CMP299 ,CUST1091,New Product Launch,EMAIL ,Desktop,8/14/2024, yes, yes ,,112.94
CMP134 ,CUST5504,New product launch, Email,desktop,1/7/2024, yes, yes ,Yes,326.38
CMP983 ,CUST8713,New Product Launch, Email,desktop,10/19/2024,no ,,Yes,55.71
CMP727 ,CUST3509, new product launch ,email,tablet ,1/20/2024,Yes,no,Yes,251.13
CMP827 ,CUST2021,Holiday  Promo,Email,tablet ,1/29/2024, yes,No,,254.22
CMP788 ,CUST6185, new product launch ,email,Moble,1/9/2024,,Yes, no,75.71
CMP785 ,CUST2007, summer sale,email,tablet ,8/1/2024,No, yes ,Yes,165.52
CMP382 ,CUST4255, new product launch , Email,mobile ,3/29/2024, yes, yes ,,250.27
CMP577 ,CUST2410,New Product Launch, Email,Mobile,6/28/2024,Yes,No,Yes,89.67
CMP741 ,CUST1329,SUMMER SALE,Email,mobile ,4/5/2024,no ,Yes,No,103.71
CMP757 ,CUST4130, new product launch ,email,Desktop,6/6/2024,no , yes ,No,73.47
CMP423 ,CUST7782,Holiday Promo,email,Desktop,5/22/2024,No, yes ,yes ,38.82
CMP194 ,CUST9026,Holiday  Promo,EMAIL ,Desktop,12/23/2024,no ,No,Yes,68.06
CMP650 ,CUST4451, new product launch , Email,Desktop,10/26/2024,No, yes ,,22.08
CMP913 ,CUST5406, summer sale,email,Desktop,10/9/2024,no , yes ,Yes,122.73
CMP746 ,CUST4054,Black friday,email,desktop,2/29/2024, yes,, no,58.4
CMP134 ,CUST6281, new product launch ,Email,Tablet,12/3/2024,Yes,No, no,138.7
CMP763 ,CUST2641,SUMMER SALE,EMAIL ,Desktop,8/31/2024,no ,,No,0
CMP731 ,CUST8478,New Product Launch, Email,Tablet,1/12/2024,no ,No,yes ,146.47
CMP594 ,CUST7572,holiday promo ,Email,mobile ,7/10/2024,Yes,no, no,186.68
CMP510 ,CUST1467,SUMMER SALE,email,Desktop,5/17/2024,No,,No,0
CMP907 ,CUST1881, summer sale,EMAIL ,tablet ,3/7/2024, yes,no, no,149.92
CMP774 ,CUST3416,Holiday Promo,email,Desktop,3/25/2024,Yes,No,No,218.21
CMP841 ,CUST5009,SUMMER SALE,EMAIL ,Mobile,4/14/2024,No, yes ,Yes,23.23
CMP503 ,CUST4481,Black friday, Email,tablet ,8/29/2024,No,Yes, no,253.81
CMP236 ,CUST7551,Holiday  Promo,EMAIL ,tablet ,3/6/2024,,no,,153.52
CMP785 ,CUST1440,Holiday Promo,email,tablet ,2/6/2024, yes, yes ,yes ,63.6
CMP725 ,CUST7523, summer sale,email,mobile ,9/13/2024,No,Yes,No,115.54
CMP447 ,CUST7292,New product launch,email,desktop,6/3/2024, yes, yes , no,164.67
CMP135 ,CUST5276,Black Friday,email,mobile ,12/11/2024,,Yes, no,126.08
CMP850 ,CUST2661,New product launch, Email,tablet ,2/12/2024,No, yes ,No,163.1
CMP802 ,CUST8449,Summer Sale, Email,Tablet,10/21/2024,no ,Yes,yes ,46.35
CMP749 ,CUST2899,New Product Launch, Email,Moble,8/5/2024,no , yes ,,133.55
CMP283 ,CUST7947, black friday, Email,tablet ,7/5/2024,No,Yes,yes ,6.9
CMP302 ,CUST9436,New Product Launch, Email,desktop,12/28/2024,no , yes ,Yes,111.1
CMP571 ,CUST7014,Summer Sale,EMAIL ,Desktop,3/3/2024, yes, yes ,Yes,47.69
CMP400 ,CUST6847,Black Friday,Email,desktop,10/4/2024, yes,Yes,,61.16
CMP137 ,CUST9704, new product launch , Email,mobile ,2/27/2024,Yes,,Yes,218.89
CMP748 ,CUST9084,Black Friday,EMAIL ,Desktop,3/5/2024,,No,,207.3
CMP178 ,CUST6350,Holiday  Promo,Email,mobile ,10/18/2024,no ,,Yes,168.73
CMP867 ,CUST5947,Black Friday, Email,Mobile,6/21/2024, yes,Yes, no,32.61
CMP684 ,CUST5275,holiday promo ,email,Tablet,2/29/2024, yes,, no,94.69
CMP547 ,CUST5502, new product launch ,email,Desktop,4/20/2024,Yes,, no,217.05
CMP379 ,CUST1082,Black Friday,email,Mobile,4/2/2024,No, yes ,yes ,131.34
CMP750 ,CUST6212, summer sale,email,mobile ,8/24/2024, yes,No,Yes,305.55
CMP829 ,CUST8547,New Product Launch, Email,Tablet,11/9/2024,,no, no,151.47
CMP448 ,CUST6237,Holiday  Promo, Email,mobile ,10/12/2024,no ,No,,
CMP499 ,CUST5189,Black Friday,Email,Tablet,12/23/2024,no ,,yes ,95.27
CMP642 ,CUST7048,holiday promo ,EMAIL ,tablet ,2/12/2024,no ,no,Yes,130.68
CMP270 ,CUST6761,New Product Launch, Email,desktop,3/20/2024, yes,, no,107.8
CMP650 ,CUST3157,Black Friday,Email,Mobile,4/30/2024,No,No,Yes,176.65
CMP985 ,CUST3606, new product launch , Email,Moble,10/19/2024, yes,No, no,196.54
CMP888 ,CUST6950,New product launch,Email,Tablet,11/2/2024,,,,57.12
CMP513 ,CUST9107,Black friday,EMAIL ,tablet ,7/19/2024,No,No, no,13.5
CMP949 ,CUST6473,Black friday,email,Tablet,5/27/2024,no ,, no,
CMP751 ,CUST1475,New Product Launch,email,mobile ,8/2/2024,Yes,,,160.64
CMP432 ,CUST5095,SUMMER SALE, Email,Tablet,7/28/2024, yes,Yes,,31.73
CMP623 ,CUST4162,SUMMER SALE, Email,Desktop,11/30/2024,No,no,No,0
CMP166 ,CUST1506,Holiday Promo, Email,desktop,6/14/2024,,no,No,151.09
CMP612 ,CUST2821,New Product Launch,EMAIL ,tablet ,3/31/2024,No,no,Yes,319.44
CMP798 ,CUST7657, black friday, Email,tablet ,1/4/2024,Yes,no,yes ,119.51
CMP895 ,CUST9751, new product launch ,Email,desktop,10/2/2024,Yes, yes , no,187.08
CMP833 ,CUST9381,New product launch, Email,desktop,1/21/2024,Yes,No,yes ,126.55
CMP214 ,CUST3768,Holiday  Promo, Email,Tablet,10/23/2024,No,No, no,112.09
CMP437 ,CUST2213,Black friday, Email,tablet ,4/17/2024, yes, yes ,yes ,193.53
CMP906 ,CUST8378, new product launch ,EMAIL ,Moble,12/18/2024,,Yes,No,96.78
CMP126 ,CUST4621,Holiday  Promo,EMAIL ,Tablet,3/16/2024, yes,No,,141.39
CMP830 ,CUST8206,New product launch,EMAIL ,mobile ,11/20/2024,No,,yes ,145.74
CMP333 ,CUST1458,Holiday Promo,EMAIL ,mobile ,7/15/2024, yes, yes ,,66.55
CMP733 ,CUST3791,Holiday  Promo,email,Moble,9/21/2024, yes,,yes ,199.36
CMP596 ,CUST3770, black friday, Email,mobile ,7/12/2024,no ,Yes,Yes,106
CMP311 ,CUST4675,SUMMER SALE,EMAIL ,Moble,6/24/2024,No, yes , no,59.54
CMP753 ,CUST1199, new product launch ,email,Tablet,8/23/2024, yes,Yes, no,162.92
CMP437 ,CUST9313, summer sale,EMAIL ,Moble,11/16/2024,,Yes,Yes,48.12
CMP353 ,CUST5009,holiday promo ,email,Tablet,8/16/2024,No,no,No,122.25
CMP372 ,CUST5546, summer sale,email,Tablet,1/21/2024,No,,yes ,119.27
CMP349 ,CUST8819,Black friday,Email,Moble,2/1/2024, yes,Yes,No,206.87
CMP185 ,CUST8799,Holiday Promo,Email,Moble,9/1/2024,,no,yes ,157.98
CMP540 ,CUST2827, new product launch , Email,tablet ,10/18/2024,,, no,
CMP516 ,CUST5435,Black friday,email,Desktop,1/1/2024,no ,,yes ,185.42
CMP988 ,CUST9719,Holiday Promo,EMAIL ,Desktop,11/26/2024,, yes , no,231.22
CMP286 ,CUST8988,Summer Sale,EMAIL ,Moble,2/27/2024,no ,No,No,164.62
CMP789 ,CUST5991, summer sale, Email,Desktop,2/3/2024,No,No,Yes,120.83
CMP613 ,CUST6003,Holiday  Promo, Email,Mobile,4/28/2024,,No,,15.05
CMP260 ,CUST4144,Black Friday,email,tablet ,12/10/2024,,No,yes ,34.79
CMP769 ,CUST7830, new product launch ,EMAIL ,mobile ,9/21/2024,no , yes ,yes ,95.58
CMP844 ,CUST6798, new product launch ,EMAIL ,desktop,3/15/2024,no ,, no,71.24
CMP513 ,CUST1906,Black Friday,EMAIL ,Tablet,8/1/2024,no , yes ,Yes,
CMP777 ,CUST5193,holiday promo ,EMAIL ,Mobile,12/26/2024,no ,no,yes ,124.53
CMP304 ,CUST4522,New Product Launch, Email,tablet ,10/12/2024,Yes,Yes,No,162.38
CMP591 ,CUST8698,Summer Sale, Email,Tablet,3/23/2024,No, yes ,,114.36
CMP203 ,CUST1919,New product launch,EMAIL ,Desktop,10/27/2024, yes,no,yes ,158.92
CMP867 ,CUST2212,Holiday  Promo, Email,tablet ,2/26/2024,No,,yes ,125.16
CMP190 ,CUST8180,Holiday Promo,EMAIL ,Moble,10/20/2024, yes,,,0
CMP243 ,CUST2114, new product launch ,EMAIL ,tablet ,5/29/2024,no ,No,No,44.85
CMP571 ,CUST6934,Holiday  Promo,email,Tablet,6/13/2024, yes,,Yes,108.47
CMP520 ,CUST8001,Black Friday, Email,tablet ,3/12/2024,,Yes,,23.22
CMP547 ,CUST1525, black friday,EMAIL ,tablet ,7/10/2024,no , yes ,,
CMP852 ,CUST2237,New Product Launch,Email,Moble,6/19/2024,,No,,242.46
CMP579 ,CUST4127, summer sale, Email,tablet ,2/14/2024,no ,no,No,217.5
CMP286 ,CUST6567,Black friday, Email,Mobile,11/29/2024,, yes ,Yes,102.92
CMP119 ,CUST1139,Holiday Promo,EMAIL ,desktop,11/15/2024, yes,No,,239.26
CMP645 ,CUST8499,New product launch,email,tablet ,12/11/2024,,No,No,131.89
CMP285 ,CUST2653,Summer Sale,Email,tablet ,3/16/2024,, yes ,Yes,93.03
CMP335 ,CUST4421,Holiday Promo,EMAIL ,mobile ,6/16/2024, yes,No,No,70.93
CMP998 ,CUST8203, summer sale, Email,Mobile,6/30/2024,No,no,Yes,
CMP303 ,CUST4369,Black Friday,Email,Mobile,8/16/2024,,,,88.95
CMP314 ,CUST2971,Black friday,EMAIL ,Tablet,3/3/2024,no ,No,No,133.63
CMP468 ,CUST8831,holiday promo ,Email,desktop,2/16/2024,Yes,no, no,132.85
CMP202 ,CUST6811,Holiday  Promo,EMAIL ,tablet ,7/23/2024,no , yes ,No,120.24
CMP759 ,CUST7384,Black friday,Email,Desktop,12/25/2024,Yes,No,No,154.96
CMP231 ,CUST9497,SUMMER SALE,email,Tablet,3/31/2024,Yes,Yes,,215.25
CMP776 ,CUST5801,Holiday  Promo, Email,tablet ,4/17/2024,no ,No,No,195.96
CMP859 ,CUST3975,Holiday  Promo,Email,tablet ,9/22/2024,Yes,no,No,1.21
CMP482 ,CUST5344,New Product Launch,EMAIL ,Mobile,6/5/2024, yes,Yes, no,0
CMP247 ,CUST7679,Summer Sale, Email,tablet ,1/18/2024,No,No,Yes,194.75
CMP328 ,CUST2509,Black Friday,Email,Mobile,1/8/2024,no ,no,,10.65
CMP717 ,CUST1011,holiday promo , Email,desktop,8/13/2024,No, yes ,,102.02
CMP784 ,CUST2579,Black friday, Email,Tablet,7/6/2024,No,No,,26.39
CMP246 ,CUST4695,New product launch,Email,Tablet,3/7/2024,no , yes ,,0
CMP356 ,CUST4024, new product launch ,EMAIL ,Desktop,2/23/2024,,,,163.32
CMP373 ,CUST3157,Holiday  Promo, Email,Desktop,10/22/2024,,Yes, no,180.73
CMP302 ,CUST3984,Summer Sale,email,Tablet,11/19/2024,No,No, no,
CMP592 ,CUST8927,Holiday  Promo,email,Tablet,6/14/2024,no ,No, no,
CMP550 ,CUST2930, new product launch ,EMAIL ,Tablet,11/14/2024, yes, yes ,No,76.3
CMP992 ,CUST8984, black friday, Email,Tablet,5/10/2024, yes,,yes ,151.34
CMP536 ,CUST1416, black friday,email,Mobile,2/2/2024,no ,Yes,Yes,1.69
CMP229 ,CUST6695,holiday promo , Email,desktop,10/8/2024,Yes,,No,134.67
CMP623 ,CUST4192,SUMMER SALE,email,tablet ,7/22/2024,No, yes ,,118.78
CMP676 ,CUST9692, black friday,Email,tablet ,11/3/2024, yes,,No,166.34
CMP643 ,CUST3732,Holiday  Promo,email,Mobile,12/21/2024,,No,No,129.57
CMP724 ,CUST7947,Holiday Promo,EMAIL ,Mobile,10/3/2024, yes,no,,42.15
CMP579 ,CUST6274,SUMMER SALE,EMAIL ,Mobile,8/3/2024, yes,,yes ,215.73
CMP727 ,CUST2094,Summer Sale, Email,mobile ,4/16/2024,no ,No,No,107.32
CMP761 ,CUST7865,Black Friday,email,mobile ,7/19/2024,Yes,No,yes ,117.82
CMP226 ,CUST3487,Holiday Promo, Email,mobile ,3/12/2024, yes,Yes,Yes,45.34
CMP205 ,CUST8718,Holiday Promo, Email,Desktop,9/23/2024,,, no,84.54
CMP872 ,CUST6593,holiday promo ,Email,desktop,3/19/2024,Yes,no, no,49.22
CMP826 ,CUST8983,holiday promo ,email,Moble,10/26/2024,Yes,,,106.16
CMP970 ,CUST9102, new product launch , Email,desktop,7/4/2024,Yes, yes ,yes ,256.94
CMP436 ,CUST7875,New product launch,EMAIL ,Desktop,5/8/2024,Yes,Yes, no,10.25
CMP326 ,CUST8106,New product launch,EMAIL ,Mobile,5/4/2024,,,,0
CMP991 ,CUST7268,Summer Sale,Email,Moble,7/11/2024,,Yes,Yes,237.69
CMP788 ,CUST7911,Black Friday,Email,Desktop,5/2/2024,no ,,,103.25
CMP932 ,CUST8074,New product launch,Email,mobile ,1/20/2024,Yes, yes ,Yes,66.47
CMP921 ,CUST1464, new product launch , Email,tablet ,5/29/2024, yes, yes ,yes ,203.19
CMP902 ,CUST1783,Holiday  Promo, Email,Tablet,5/7/2024,No,No,,71.55
CMP858 ,CUST7575,Holiday  Promo,email,tablet ,10/7/2024,Yes, yes ,yes ,266.08
CMP924 ,CUST4728,Holiday  Promo,EMAIL ,Mobile,11/11/2024,no , yes ,,174.23
CMP874 ,CUST7270,Holiday Promo,EMAIL ,tablet ,9/11/2024, yes, yes , no,80.97
CMP272 ,CUST6288,Summer Sale,Email,mobile ,7/4/2024,,,yes ,292.58
CMP507 ,CUST2244,Holiday Promo,Email,Mobile,10/13/2024, yes,No,yes ,71.54
CMP236 ,CUST7311, summer sale,EMAIL ,Moble,9/29/2024, yes,No, no,179.37
CMP258 ,CUST5485,Summer Sale, Email,mobile ,1/21/2024,No,No, no,143.94
CMP248 ,CUST1203,holiday promo ,email,Mobile,11/27/2024,no ,no,,224.14
CMP296 ,CUST7755,SUMMER SALE, Email,Tablet,10/9/2024, yes, yes ,yes ,244.92
CMP340 ,CUST6245, black friday,EMAIL ,Mobile,8/8/2024, yes,No,,122.56
CMP903 ,CUST9314, new product launch , Email,Moble,10/23/2024,Yes,,No,59.73
CMP760 ,CUST4669,Black friday,EMAIL ,Moble,6/27/2024,no ,, no,156.8
CMP166 ,CUST3807,Summer Sale, Email,Moble,9/11/2024, yes,no,No,65.78
CMP166 ,CUST5523,New Product Launch,EMAIL ,Tablet,2/2/2024,,no, no,281.07
CMP236 ,CUST7492,Holiday Promo, Email,Desktop,12/26/2024, yes, yes ,No,130.92
CMP620 ,CUST7670,SUMMER SALE,EMAIL ,tablet ,10/18/2024,,Yes,yes ,90.77
CMP172 ,CUST2042, black friday, Email,Tablet,10/27/2024,No,No,,134.77
CMP130 ,CUST9109, new product launch ,Email,Desktop,4/1/2024,Yes,no,,12.23
CMP496 ,CUST7677,Black Friday, Email,mobile ,12/24/2024,No,Yes,yes ,42.27
CMP540 ,CUST5128,Black friday,Email,mobile ,6/30/2024,no ,No,No,216.03
CMP748 ,CUST2336,Holiday  Promo, Email,tablet ,6/28/2024,, yes ,Yes,67.45
CMP670 ,CUST1969,New product launch,EMAIL ,Mobile,11/6/2024,Yes,,Yes,36.25
CMP413 ,CUST1453,New Product Launch,EMAIL ,tablet ,1/3/2024,No,No,,162.93
CMP323 ,CUST6656, summer sale,email,Moble,9/12/2024,,No, no,214.86
CMP890 ,CUST3908, black friday,email,tablet ,12/27/2024,Yes,,Yes,177.52
CMP912 ,CUST2970,holiday promo ,EMAIL ,Mobile,10/2/2024,No,,,199.68
CMP609 ,CUST4164,New Product Launch,email,Moble,3/26/2024,no ,, no,59.46
CMP784 ,CUST2072,Holiday  Promo,email,Desktop,8/17/2024,No,no,No,6.26
CMP160 ,CUST8871,New product launch,Email,tablet ,7/25/2024,Yes, yes ,,
CMP644 ,CUST9547,Black Friday,email,Desktop,10/15/2024,No,no,No,94.19
CMP536 ,CUST7623,Black Friday, Email,Mobile,5/29/2024,Yes,no,Yes,99.93
CMP724 ,CUST7370,holiday promo , Email,tablet ,6/13/2024,Yes,,Yes,226.26
CMP414 ,CUST9893,SUMMER SALE,EMAIL ,Tablet,4/6/2024,,Yes,Yes,164.5
CMP460 ,CUST9810,Summer Sale, Email,Tablet,6/4/2024,,No,,156.47
CMP145 ,CUST4514, summer sale, Email,mobile ,7/8/2024, yes,Yes,No,293.2
CMP755 ,CUST1255,Summer Sale, Email,mobile ,9/10/2024, yes,Yes,No,68.52
CMP951 ,CUST6419,SUMMER SALE, Email,tablet ,12/3/2024, yes,no,Yes,194.23
CMP352 ,CUST5230,Black Friday,EMAIL ,mobile ,3/20/2024,no ,Yes, no,124.56
CMP962 ,CUST4104,Black friday,EMAIL ,Moble,7/30/2024,no ,Yes, no,141.49
CMP328 ,CUST2155,New product launch,Email,Mobile,3/6/2024,no ,Yes,No,242.28
CMP857 ,CUST5202,New product launch, Email,Desktop,10/1/2024, yes, yes ,,160.63
CMP222 ,CUST7470,Holiday Promo,Email,Moble,5/13/2024,No,No,,163.06
CMP211 ,CUST2825,Holiday Promo,Email,tablet ,1/19/2024,No,Yes,Yes,205.8
CMP479 ,CUST8177, new product launch ,email,desktop,5/3/2024,,No,No,90.8
CMP114 ,CUST3502,Holiday  Promo,EMAIL ,mobile ,6/11/2024,no ,No,Yes,
CMP398 ,CUST9283, summer sale,email,mobile ,7/19/2024, yes,no,Yes,36.42
CMP351 ,CUST9659,holiday promo ,email,mobile ,8/13/2024, yes,Yes,Yes,0
CMP630 ,CUST9753,Summer Sale,email,Tablet,12/16/2024, yes,Yes,No,284.5
CMP106 ,CUST7245,Summer Sale,Email,tablet ,2/23/2024,,Yes,No,31.74
CMP658 ,CUST2211,Summer Sale, Email,Moble,11/17/2024, yes,, no,
CMP343 ,CUST9037,New Product Launch,EMAIL ,Desktop,8/18/2024,no ,No, no,97.85
CMP329 ,CUST3365,holiday promo ,email,desktop,10/1/2024,No, yes ,Yes,144.59
CMP247 ,CUST1697,Black friday, Email,Tablet,8/9/2024,No,no,No,185.26
CMP515 ,CUST7899,Black Friday, Email,Tablet,11/16/2024,no ,no, no,188.84
CMP781 ,CUST7535,SUMMER SALE,email,mobile ,7/5/2024,No,,No,73.35
CMP472 ,CUST8591, black friday, Email,Desktop,12/3/2024,No,no,No,106.63
CMP767 ,CUST8410,holiday promo , Email,Mobile,8/28/2024,No, yes ,,142.61
CMP629 ,CUST8074,SUMMER SALE, Email,Mobile,3/21/2024,no ,,No,100.1
CMP796 ,CUST3553,New product launch, Email,Moble,5/19/2024,No,no,yes ,248.59
CMP856 ,CUST3139,Black friday,EMAIL ,Moble,8/27/2024,Yes,Yes,Yes,159.28
CMP982 ,CUST1864,Holiday  Promo,Email,Desktop,2/13/2024,No,No,No,
CMP471 ,CUST6169,New Product Launch, Email,desktop,6/6/2024,No, yes ,yes ,173.03
CMP263 ,CUST3490,SUMMER SALE, Email,Mobile,2/21/2024,,no,No,213.88
CMP580 ,CUST5607, new product launch ,email,Mobile,10/14/2024,no ,Yes,Yes,134.48
CMP584 ,CUST7215,Black friday,email,tablet ,3/10/2024,, yes , no,16.25
CMP558 ,CUST1325,Black friday,EMAIL ,Desktop,10/26/2024, yes,Yes,No,151.98
CMP793 ,CUST7449,SUMMER SALE,Email,tablet ,3/10/2024, yes, yes ,Yes,67.89
CMP918 ,CUST9105,Summer Sale, Email,mobile ,6/30/2024, yes,No,,77.71
CMP124 ,CUST9021,Holiday  Promo,email,Mobile,5/23/2024, yes, yes , no,166.91
CMP379 ,CUST8505,New product launch,Email,Desktop,8/9/2024,Yes,No,,219.06
CMP119 ,CUST5959,Black Friday,email,desktop,1/6/2024,no ,Yes,yes ,121.7
CMP475 ,CUST9398,Black Friday, Email,Tablet,12/22/2024,No, yes ,yes ,144.71
CMP388 ,CUST5369, summer sale, Email,Tablet,10/9/2024, yes,,Yes,256.18
CMP925 ,CUST2753,Holiday Promo,Email,mobile ,1/12/2024,Yes,No,,139.26
CMP984 ,CUST2235,Summer Sale,Email,Tablet,5/1/2024,,Yes,No,328.13
CMP992 ,CUST8549,New product launch,EMAIL ,tablet ,10/25/2024,,Yes,Yes,165.24
CMP863 ,CUST2329,SUMMER SALE,Email,Tablet,12/26/2024,Yes,no,No,0
CMP181 ,CUST7338,Holiday  Promo,email,desktop,4/17/2024,no ,,No,
CMP792 ,CUST2003,Black friday,email,Moble,8/28/2024,Yes,No,No,150.49
CMP655 ,CUST4102, new product launch ,Email,Tablet,5/14/2024,No,No,yes ,223.18
CMP750 ,CUST5861,New Product Launch, Email,Moble,4/26/2024,No,no,yes ,173.85
CMP643 ,CUST1114,New product launch,EMAIL ,Desktop,6/25/2024,Yes,Yes,Yes,108.92
CMP850 ,CUST1989,New Product Launch, Email,Mobile,9/9/2024,Yes,Yes,yes ,22.06
CMP470 ,CUST2079,New Product Launch,EMAIL ,Tablet,10/28/2024,no , yes , no,103.28
CMP881 ,CUST9013,Holiday  Promo,email,mobile ,7/8/2024,Yes, yes , no,51.96
CMP432 ,CUST7606,Black friday, Email,desktop,8/26/2024,No,no, no,73.56
CMP907 ,CUST6189,Black Friday,email,desktop,1/13/2024,Yes,no,No,167.09
CMP288 ,CUST4555, summer sale,Email,desktop,3/18/2024,No, yes ,yes ,253.59
CMP501 ,CUST3593,holiday promo ,EMAIL ,mobile ,4/11/2024,no ,, no,
CMP972 ,CUST3618,Black friday,Email,Desktop,8/9/2024,Yes, yes , no,24.33
CMP340 ,CUST9499,Black friday,email,desktop,11/7/2024,Yes, yes ,No,155.57
CMP800 ,CUST8028,New Product Launch,Email,Moble,6/22/2024,, yes ,yes ,215.73
CMP984 ,CUST3099,Holiday  Promo, Email,Mobile,7/10/2024,no , yes , no,71.22
CMP434 ,CUST4824,Holiday  Promo, Email,tablet ,5/6/2024,, yes ,,109.28
CMP230 ,CUST6272,New product launch,email,Tablet,6/18/2024,No,no,,121.18
CMP420 ,CUST9371, summer sale, Email,tablet ,8/28/2024,, yes ,Yes,57.21
CMP717 ,CUST5358, summer sale, Email,desktop,9/27/2024, yes,No,yes ,171.86
CMP328 ,CUST1050,Holiday  Promo,EMAIL ,tablet ,1/31/2024,,No,yes ,110.32
CMP421 ,CUST9786,Holiday Promo,email,Moble,6/12/2024, yes,Yes,No,153.56
CMP389 ,CUST5066,Black Friday, Email,Tablet,9/25/2024, yes, yes ,No,49
CMP129 ,CUST7904, summer sale,EMAIL ,desktop,3/14/2024,no ,no,,85
CMP876 ,CUST6146, summer sale,EMAIL ,desktop,3/21/2024,No,, no,177.79
CMP231 ,CUST6288,Summer Sale,Email,Mobile,5/25/2024,,no,yes ,90.17
CMP837 ,CUST7144, black friday,Email,Tablet,3/13/2024, yes,no,No,258.16
CMP878 ,CUST1565,New product launch,EMAIL ,Desktop,6/16/2024,,Yes,No,88.03
CMP169 ,CUST3292,SUMMER SALE,Email,Moble,9/11/2024,No,Yes,yes ,137.97
CMP522 ,CUST6629, summer sale, Email,desktop,7/1/2024,Yes,, no,194.61
CMP811 ,CUST3539, black friday,Email,tablet ,11/24/2024,no ,No,Yes,6.53
CMP157 ,CUST1396,Summer Sale,email,desktop,5/13/2024,Yes,No,No,0
CMP240 ,CUST9201,Holiday  Promo,EMAIL ,desktop,3/19/2024,Yes,,yes ,0
CMP831 ,CUST7798, black friday,Email,Mobile,9/9/2024,,Yes,No,
CMP107 ,CUST6724, new product launch ,Email,Moble,4/27/2024,,No, no,75.85
CMP107 ,CUST5610,holiday promo ,EMAIL ,Moble,4/18/2024,No,No,,324.66
CMP434 ,CUST5265,Black Friday,Email,Tablet,5/11/2024,no ,Yes, no,74.86
CMP787 ,CUST9385,Black Friday,email,mobile ,11/4/2024,Yes,no,Yes,134.76
CMP683 ,CUST5892, new product launch ,email,Moble,4/15/2024, yes,no,Yes,243.37
CMP680 ,CUST5134,Holiday Promo,Email,Desktop,11/27/2024,No,No,yes ,280.49
CMP837 ,CUST7366, new product launch ,EMAIL ,desktop,4/15/2024,,No, no,284.92
CMP392 ,CUST5071, summer sale,Email,Mobile,9/2/2024,,Yes,Yes,216.67
CMP410 ,CUST8291,Black Friday,email,Mobile,5/20/2024, yes,No,No,201.93
CMP481 ,CUST2246,holiday promo , Email,Tablet,8/4/2024, yes,Yes,Yes,167.4
CMP567 ,CUST4353, summer sale,Email,desktop,6/3/2024,Yes,Yes,Yes,182.27
CMP693 ,CUST5475,holiday promo ,Email,Tablet,4/30/2024,Yes,No,No,75.91
